Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Josefa Soto,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,56.75,57,-120.0,-122.5,122.5,,122.5,60.0,66.0,-70.0,,66.0,120.0,125.0,-138.0,,125.0,313.5,1,360.21,365.04,322.81,73.78,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Maria Paz Saez,F,SBD,Raw,19.5,20-23,19-23,Juniors,55.95,57,-137.5,142.5,-147.5,,142.5,-87.5,-87.5,-87.5,,,145.0,-155.0,160.0,,160.0,,DQ,,,,,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
María Jesús Jeria,F,SBD,Raw,32.5,24-34,24-39,Open,61.75,63,130.0,-135.0,-135.0,,130.0,67.5,70.0,-72.5,,70.0,150.0,157.5,167.5,,167.5,367.5,5,400.14,400.75,353.95,81.46,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Angela Vega,F,SBD,Raw,20.5,20-23,19-23,Juniors,62.2,63,-145.0,145.0,153.0,,153.0,82.5,-85.0,-85.0,,82.5,160.0,165.0,171.0,,171.0,406.5,1,440.63,440.82,389.32,89.68,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Javiera Orellana,F,SBD,Raw,22.0,20-23,19-23,Juniors,73.45,76,152.5,157.5,162.5,,162.5,85.0,-90.0,-90.0,,85.0,195.0,205.0,-212.5,,205.0,452.5,1,445.66,435.92,383.74,90.7,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Barbara Muñoz,F,SBD,Raw,13.5,13-15,14-18,Sub-Juniors,74.2,76,140.0,-147.5,150.0,,150.0,60.0,-62.5,-62.5,,60.0,130.0,140.0,-150.0,,140.0,350.0,1,342.84,334.98,294.79,69.81,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Roy Roger Monja,M,SBD,Raw,32.5,24-34,24-39,Open,65.25,66,170.0,-180.0,-185.0,,170.0,105.0,112.5,-117.5,,112.5,190.0,202.5,-210.0,,202.5,485.0,3,383.26,384.44,373.77,76.06,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Silvio Rivera,M,SBD,Raw,20.0,20-23,19-23,Juniors,65.0,66,185.0,195.0,,,195.0,100.0,-110.0,110.0,,110.0,220.0,240.0,-255.5,,240.0,545.0,1,431.92,433.38,421.43,85.65,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Francisco Rachel,M,SBD,Raw,27.5,24-34,24-39,Open,73.0,74,210.0,225.0,-235.0,,225.0,115.0,122.5,-125.0,,122.5,250.0,270.0,-288.0,,270.0,617.5,4,450.85,448.53,433.88,91.3,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
David Sánchez #7,M,SBD,Raw,20.5,20-23,19-23,Juniors,72.35,74,192.5,205.0,215.0,,215.0,150.0,-160.5,160.5,,160.5,240.0,257.5,265.5,,265.5,641.0,1,470.8,468.63,453.51,95.22,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Benjamin Alvarado,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,78.45,83,-195.0,-195.0,195.0,,195.0,95.0,-100.0,100.0,,100.0,225.0,235.5,240.0,,240.0,535.0,1,373.24,369.85,356.67,76.21,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Juan Contreras,M,SBD,Raw,50.5,50-54,50-59,Masters 2,81.7,83,130.0,145.0,-160.0,,145.0,70.0,80.0,85.0,,85.0,160.0,180.0,190.0,,190.0,420.0,2,286.09,283.02,272.44,58.61,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Felipe Romero Diaz,M,SBD,Raw,34.0,24-34,24-39,Open,92.0,93,245.0,-257.5,-257.5,,245.0,152.5,162.5,167.5,,167.5,250.0,260.0,-270.0,,260.0,672.5,1,430.13,424.66,406.61,88.44,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Vicente Carvajal,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,88.9,93,175.0,182.5,-190.0,,182.5,107.5,112.5,115.0,,115.0,195.0,205.0,-217.5,,205.0,502.5,2,326.95,322.83,309.57,67.21,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Carrasco Nicolas,M,SBD,Raw,21.5,20-23,19-23,Juniors,101.5,105,-230.0,-242.5,242.5,,242.5,-165.0,175.0,183.0,,183.0,240.0,250.0,260.0,,260.0,685.5,1,419.25,414.76,396.07,85.99,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Ardito Stefano,M,SBD,Raw,22.5,20-23,19-23,Juniors,103.65,105,232.5,245.0,-250.0,,245.0,150.0,155.0,-160.0,,155.0,245.0,262.5,-286.0,,262.5,662.5,2,401.66,397.71,379.76,82.29,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Benjamin Ramirez,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,116.05,120,170.0,-180.0,180.0,,180.0,125.0,130.0,137.5,,137.5,190.0,205.0,-210.0,,205.0,522.5,3,303.52,302.87,290.01,61.64,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Nathaly Laurent,F,B,Raw,35.5,35-39,24-39,Open,123.3,84+,,,,,,67.5,70.0,72.5,,72.5,,,,,,72.5,2,57.74,57.7,48.82,51.38,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Carrasco Nicolas,M,B,Raw,21.5,20-23,19-23,Juniors,101.5,105,,,,,,-165.0,175.0,183.0,,183.0,,,,,,183.0,1,111.92,110.72,105.73,83.25,Yes,Chile,,FESUPO,IPF,2022-09-06,Brazil,,Caçador,IX Campeonato Sudamericano,Yes
Nicolás Risco,M,SBD,Raw,17.0,16-17,14-18,Sub-Juniors,72.6,74,150.0,165.0,175.0,,175.0,115.0,125.0,-130.0,,125.0,180.0,200.0,-207.5,,200.0,500.0,2,366.39,364.63,352.81,74.14,Yes,Chile,,FESUPO,IPF,2016-12-08,Peru,,Lima,Campeonato Sudamericano de Powerlifting Classic,Yes
Víctor Manuel Raimil Carabantes,M,SBD,Raw,25.0,24-34,24-39,Open,81.1,83,190.0,210.0,222.5,,222.5,115.0,120.0,-127.5,,120.0,232.5,-250.0,-250.0,,232.5,575.0,4,393.34,389.22,374.8,80.53,Yes,Chile,,FESUPO,IPF,2016-12-08,Peru,,Lima,Campeonato Sudamericano de Powerlifting Classic,Yes
Cristopher Vega Belmar,M,SBD,Raw,30.0,24-34,24-39,Open,92.0,93,190.0,205.0,215.0,,215.0,150.0,157.5,-162.5,,157.5,220.0,240.0,-255.0,,240.0,612.5,2,391.75,386.77,370.34,80.55,Yes,Chile,,FESUPO,IPF,2016-12-08,Peru,,Lima,Campeonato Sudamericano de Powerlifting Classic,Yes
Jhonny Joel Martínez Rosas,M,SBD,Raw,37.0,35-39,24-39,Open,86.6,93,140.0,160.0,-180.0,,160.0,90.0,100.0,-105.0,,100.0,167.5,177.5,180.0,,180.0,440.0,5,290.23,286.67,275.22,59.62,Yes,Chile,,FESUPO,IPF,2016-12-08,Peru,,Lima,Campeonato Sudamericano de Powerlifting Classic,Yes
Exal García Carrillo,M,SBD,Wraps,32.0,24-34,24-39,Open,66.6,67.5,170.0,180.0,195.0,,195.0,135.0,140.0,145.0,,145.0,180.0,195.0,-205.0,,195.0,535.0,2,416.4,416.98,405.01,83.0,,Chile,,WRPF,WRPF,2016-11-15,Russia,MOW,Moscow,Drug-Tested Amateur World Championships,Yes
Exal García Carrillo,M,B,Raw,32.0,24-34,24-39,Open,66.0,67.5,,,,,,145.0,,,,145.0,,,,,,145.0,2,113.61,113.85,110.63,82.24,,Chile,,WRPF,WRPF,2016-11-15,Russia,MOW,Moscow,Drug-Tested Amateur World Championships,Yes
Andrew Zavala,M,B,Multi-ply,,,,Heavy,124.51,110+,,,,,,,,,,335.0,,,,,,335.0,1,190.1,191.05,182.89,97.34,,Chile,,SPF,,2010-07-25,USA,CA,,Bay Area 3-in-1,Yes
Andrew Zavala,M,B,Multi-ply,36.0,35-39,24-39,Middle,106.59,110,,,,,,,,,,275.0,,,,,,275.0,2,164.86,163.48,156.14,84.81,,Chile,,SPF,,2013-11-02,USA,CA,Sacramento,Backyard Meet of the Century II,Yes
Andrew Zavala,M,SBD,Multi-ply,33.0,24-34,24-39,Heavy,127.69,110+,,,,,,,,,,,,,,,,,DQ,,,,,,Chile,,SPF,,2010-11-06,USA,CA,Sacramento,Fall Men's Open,Yes
Cristian Rebolledo Espinoza,M,B,Raw,24.0,24-34,24-39,M-O,65.6,67.5,,,,,,85.0,92.5,-102.5,,92.5,,,,,,92.5,3,72.8,73.0,70.95,52.64,Yes,Chile,,BDFPF,WDFPF,2019-03-09,Belgium,,,Nationaal Kampioenschap Unequipped,Yes
Cristian Rebolledo Espinoza,M,D,Raw,24.0,24-34,24-39,M-O,65.6,67.5,,,,,,,,,,,180.0,190.0,200.0,207.5,200.0,200.0,1,157.42,157.83,153.41,,Yes,Chile,,BDFPF,WDFPF,2019-03-09,Belgium,,,Nationaal Kampioenschap Unequipped,Yes
Adamari Pulgar,F,SBD,Wraps,18.0,18-19,14-18,J18-19,55.18,56,-107.5,-107.5,107.5,,107.5,50.0,55.0,-60.0,,55.0,150.0,-157.5,-157.5,,150.0,312.5,1,365.8,371.97,329.12,75.15,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Sandy Torres,F,SBD,Wraps,21.0,20-23,19-23,J20-23,55.28,56,137.5,140.0,-147.5,,140.0,65.0,70.0,75.0,,75.0,150.0,-160.0,160.0,,160.0,375.0,1,438.43,445.73,394.37,90.05,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Francisca Molina,F,SBD,Wraps,23.0,20-23,19-23,J20-23,59.9,60,150.0,155.0,-160.0,,155.0,70.0,75.0,-77.5,,75.0,170.0,180.0,-190.0,,180.0,410.0,1,454.98,457.69,404.41,92.78,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Estefania Del Carmen Mora Flores,F,SBD,Wraps,21.0,20-23,19-23,J20-23,73.04,75,125.0,-132.5,-132.5,,125.0,62.5,-65.0,65.0,,65.0,130.0,142.5,-147.5,,142.5,332.5,1,328.46,321.48,283.05,66.84,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Natalia Riveaud Rojas,F,SBD,Wraps,42.0,40-44,40-49,M40-44,64.14,67.5,107.5,115.0,120.0,,120.0,45.0,50.0,52.5,,52.5,-120.0,130.0,-137.5,,130.0,302.5,1,321.83,320.52,282.96,65.43,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Cecilia Andrea Baeza Palacios,F,SBD,Wraps,52.0,50-54,50-59,M50-54,51.88,52,110.0,-115.0,115.0,,115.0,45.0,50.0,55.5,,55.5,120.0,130.0,140.0,-145.0,140.0,310.5,1,379.08,387.77,343.76,78.56,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Cecilia Andrea Baeza Palacios,F,SBD,Wraps,52.0,50-54,50-59,Open,51.88,52,110.0,-115.0,115.0,,115.0,45.0,50.0,55.5,,55.5,120.0,130.0,140.0,-145.0,140.0,310.5,1,379.08,387.77,343.76,78.56,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Sandy Torres,F,SBD,Wraps,21.0,20-23,19-23,Open,55.28,56,137.5,140.0,-147.5,,140.0,65.0,70.0,75.0,,75.0,150.0,-160.0,160.0,,160.0,375.0,1,438.43,445.73,394.37,90.05,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Marina Castillo Pardo,F,SBD,Wraps,28.0,24-34,24-39,Open,59.66,60,185.0,195.0,205.0,,205.0,80.0,-85.0,87.5,,87.5,-180.0,-190.0,190.0,,190.0,482.5,1,536.8,540.31,477.43,109.5,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Natalys Aravena Ortiz,F,SBD,Wraps,,,,Open,66.98,67.5,-180.0,-180.0,180.0,,180.0,85.0,90.0,95.0,,95.0,180.0,190.0,200.0,,200.0,475.0,1,492.59,487.5,430.1,100.09,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Astrid Kroff,F,SBD,Wraps,38.0,35-39,24-39,Open,66.44,67.5,150.0,160.0,-167.5,,160.0,75.0,80.0,85.0,,85.0,180.0,190.0,-200.0,,190.0,435.0,2,453.24,449.08,396.25,92.1,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Francisca Simona Medina Ortiz,F,SBD,Wraps,28.0,24-34,24-39,Open,78.68,82.5,130.0,140.0,-150.0,,140.0,60.0,65.0,70.0,,70.0,160.0,170.0,180.0,,180.0,390.0,1,370.56,360.23,316.2,75.68,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Ricardo Salazar,M,SBD,Raw,20.0,20-23,19-23,J20-23,66.22,67.5,140.0,-147.5,-147.5,,140.0,90.0,95.0,100.0,,100.0,167.5,-175.0,-175.0,,167.5,407.5,1,318.5,319.1,310.02,63.41,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Alan Hernandez #9,M,SBD,Raw,21.0,20-23,19-23,J20-23,70.7,75,150.0,160.0,-170.0,,160.0,80.0,85.0,-90.0,,85.0,195.0,-205.0,205.0,,205.0,450.0,1,335.71,334.69,324.21,67.65,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Pablo Ferruz,M,SBD,Raw,21.0,20-23,19-23,J20-23,88.74,90,210.0,220.0,-227.5,,220.0,132.5,140.0,-145.0,,140.0,257.5,272.5,280.0,,280.0,640.0,1,416.8,411.55,394.68,85.68,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Felipe Milategua Sanhuesa,M,SBD,Raw,24.0,24-34,24-39,Open,74.42,75,190.0,200.0,-210.0,,200.0,105.0,,,,105.0,70.0,,,,70.0,375.0,3,270.38,268.67,259.68,54.89,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Antonio Pineda,M,SBD,Raw,32.0,24-34,24-39,Open,108.0,110,242.5,255.0,265.0,,265.0,165.0,-172.5,-177.5,,165.0,272.5,-287.5,-287.5,,272.5,702.5,2,418.99,415.81,397.23,85.61,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Renato Rivas,M,SBD,Wraps,19.0,18-19,19-23,J18-19,74.52,75,200.0,210.0,-215.5,,210.0,-120.0,120.0,-130.0,,120.0,230.0,245.0,250.0,-260.0,250.0,580.0,1,417.82,415.14,401.24,84.84,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Edward Verdejo,M,SBD,Wraps,23.0,20-23,19-23,J20-23,54.9,56,170.0,177.5,185.5,,185.5,77.5,80.0,82.5,,82.5,180.0,-190.0,-190.0,,180.0,448.0,1,408.12,415.9,408.25,77.05,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Daniel Alberto Navarrete Trangol,M,SBD,Wraps,23.0,20-23,19-23,J20-23,64.2,67.5,-185.0,185.0,200.0,,200.0,95.0,102.5,105.0,,105.0,210.0,220.0,230.0,,230.0,535.0,1,428.0,429.89,418.29,84.63,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Axel Candia,M,SBD,Wraps,21.0,20-23,19-23,J20-23,73.12,75,-202.5,202.5,212.5,,212.5,142.5,150.0,-155.0,,150.0,197.5,212.5,-220.0,,212.5,575.0,2,419.37,417.16,403.51,84.94,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Alexis Campillay Honores,M,SBD,Wraps,23.0,20-23,19-23,J20-23,137.26,140,257.5,-272.5,272.5,,272.5,125.0,132.5,142.5,,142.5,262.5,285.0,-292.5,,285.0,700.0,1,385.77,392.35,373.45,76.91,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Antonio Menares Guajardo,M,SBD,Wraps,57.0,55-59,50-59,M55-59,74.48,75,137.5,145.0,-150.0,,145.0,77.5,82.5,-87.5,,82.5,152.5,165.5,-170.0,,165.5,393.0,1,283.21,281.4,271.98,57.5,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Edward Verdejo,M,SBD,Wraps,23.0,20-23,19-23,Open,54.9,56,170.0,177.5,185.5,,185.5,77.5,80.0,82.5,,82.5,180.0,-190.0,-190.0,,180.0,448.0,1,408.12,415.9,408.25,77.05,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Paolo Meneses Covili,M,SBD,Wraps,31.0,24-34,24-39,Open,74.8,75,195.0,212.5,225.0,,225.0,120.0,127.5,-130.0,,127.5,242.5,250.0,-260.0,,250.0,602.5,1,432.99,430.12,415.64,87.96,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Roberto Correa,M,SBD,Wraps,32.0,24-34,24-39,Open,89.54,90,270.0,-285.0,285.0,,285.0,152.5,-160.0,160.0,,160.0,285.0,300.5,310.0,,310.0,755.0,1,489.45,483.25,463.25,100.63,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Francisco Haquin,M,SBD,Wraps,25.0,24-34,24-39,Open,107.28,110,270.0,-285.0,-290.0,,270.0,145.0,-152.5,-152.5,,145.0,285.0,292.5,-300.0,,292.5,707.5,3,423.07,419.69,400.88,86.49,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Ricardo Martinez #9,M,B,Raw,25.0,24-34,24-39,Open,73.87,75,,,,,,150.0,157.5,-160.0,,157.5,,,,,,157.5,1,114.11,113.43,109.68,84.07,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Paolo Meneses Coveli,M,D,Raw,31.0,24-34,24-39,Open,74.8,75,,,,,,,,,,,240.0,250.0,-255.0,,250.0,250.0,1,179.66,178.47,172.47,,,Chile,,ARPL,IPL,2022-09-24,Argentina,,Buenos Aires,Campeonato Iberoamericano,Yes
Angela Vega,F,SBD,Raw,22.5,20-23,19-23,FR-Jr,65.3,67.5,155.0,-165.0,165.0,,165.0,92.5,-97.5,-97.5,,92.5,182.5,195.0,-205.0,,195.0,452.5,1,476.3,473.11,417.56,96.8,Yes,Chile,,USAPL,,2024-12-07,USA,TX,,Texas Open,Yes
Tomás Muñoz,M,SBD,Raw,26.5,24-34,24-39,MR-O,91.45,100,190.0,-202.5,-210.0,,190.0,115.0,120.0,-122.5,,120.0,225.0,240.0,-250.0,,240.0,550.0,3,352.81,348.32,333.6,72.55,Yes,Chile,,USAPL,,2024-12-07,USA,TX,,Texas Open,Yes
Moisés Contreras,M,SBD,Raw,28.0,24-34,24-39,MORE,90.0,90,125.0,145.0,167.5,,167.5,102.5,122.5,-140.0,,122.5,125.0,147.5,175.0,,175.0,465.0,2,300.67,296.85,284.5,61.82,,Chile,,UPA,,2024-11-09,USA,IA,Dubuque,Power Weekend,Yes
Daniela Sierra,F,SBD,Single-ply,17.0,16-17,14-18,Girls,54.52,56,,,,,81.65,,,,,47.63,,,,,86.18,215.46,6,254.25,258.89,229.14,42.5,Yes,Chile,,THSWPA,,2019-01-12,USA,TX,S-T,Bobcat Classic-Girls,Yes
Daniela Sierra,F,SBD,Single-ply,17.0,16-17,14-18,Girls,55.7,56,,,,,102.06,,,,,47.63,,,,,115.67,265.35,3,308.67,313.53,277.36,51.62,Yes,Chile,,THSWPA,,2019-02-09,USA,TX,Karnes City JH Gym,Karnes City Girls,Yes
Daniela Sierra,F,SBD,Single-ply,17.0,16-17,14-18,Girls,55.88,56,,,,,90.72,,,,,47.63,,,,,102.06,240.4,4,279.05,283.33,250.63,46.67,Yes,Chile,,THSWPA,,2019-01-19,USA,TX,Victoria St. Joe,STJ Power Fest,Yes
Daniela Sierra,F,SBD,Single-ply,17.0,16-17,14-18,Girls,55.34,56,,,,,97.52,,,,,47.63,,,,,113.4,258.55,4,302.06,307.05,271.67,50.5,Yes,Chile,,THSWPA,,2019-02-02,USA,TX,Goliad Event Center,Goliad Bars Loaded Powerlifting Meet,Yes
Gemma Poras,F,B,Raw,,,,Open,65.1,67.5,,,,,,,,,,70.0,,,,,,70.0,G,73.82,73.35,64.74,57.39,,Chile,,DPL,IPL,2022-02-27,Netherlands,,Breezand,Dutch Nationals,Yes
Karina Garcés Herrera,F,SBD,Wraps,25.0,24-34,24-39,Open,47.4,48,115.0,-120.0,120.0,-122.5,120.0,50.0,52.5,-55.0,,52.5,130.0,-135.0,135.0,,135.0,307.5,1,400.49,411.02,366.17,84.53,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Natalys Aravena Ortiz,F,SBD,Wraps,25.0,24-34,24-39,Open,67.4,67.5,160.0,-170.0,170.0,,170.0,-75.0,80.0,-85.0,,80.0,150.0,160.0,165.0,,165.0,415.0,1,428.81,424.01,374.04,87.13,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Stephanie Barriga Neira,F,SBD,Wraps,23.0,20-23,19-23,Open,101.8,90+,170.0,180.0,-185.0,,180.0,80.0,90.0,-100.0,,90.0,160.0,170.0,180.0,,180.0,450.0,1,381.38,372.77,319.51,79.88,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Cristian Mateluna Nuñez,M,SBD,Wraps,32.0,24-34,24-39,Open,55.3,56,135.0,142.0,-145.0,,142.0,90.0,-93.0,-93.0,,90.0,175.0,-185.0,,,175.0,407.0,1,368.37,375.12,368.07,69.73,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Guillermo Arias Mercado,M,SBD,Wraps,26.0,24-34,24-39,Open,64.4,67.5,170.0,185.0,195.0,,195.0,125.0,130.0,-137.5,,130.0,175.0,190.0,205.0,,205.0,530.0,2,422.99,424.76,413.23,83.7,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Arnaldo Salinas Sepúlveda,M,SBD,Wraps,36.0,35-39,24-39,Open,75.0,75,250.0,275.0,300.0,,300.0,-141.0,141.0,150.0,,150.0,252.5,277.5,300.0,,300.0,750.0,1,538.07,534.42,516.38,109.34,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Álvaro Mardones Ballesteros,M,SBD,Wraps,21.0,20-23,19-23,Open,70.0,75,-210.0,210.0,230.0,,230.0,125.0,-130.0,-130.0,,125.0,240.0,255.0,262.5,,262.5,617.5,2,463.84,462.75,448.45,93.32,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Raúl Gajardo,M,SBD,Wraps,16.0,16-17,14-18,Open,74.4,75,-40.0,-40.0,45.0,,45.0,75.0,80.0,85.0,,85.0,-120.0,125.0,130.0,,130.0,260.0,6,187.49,186.31,180.08,38.06,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Mauricio Rodríguez Cid,M,SBD,Wraps,31.0,24-34,24-39,Open,88.5,90,240.0,-250.0,-250.0,,240.0,120.0,-130.0,130.0,,130.0,235.0,245.0,250.0,,250.0,620.0,3,404.34,399.26,382.94,83.11,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Diego Correa Fredes,M,SBD,Wraps,20.0,20-23,19-23,Open,89.2,90,160.0,165.0,167.5,,167.5,120.0,-125.0,-130.0,,120.0,160.0,170.0,180.0,,180.0,467.0,11,303.33,299.5,287.15,62.36,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Christian Sepúlveda Jaque,M,SBD,Wraps,24.0,24-34,24-39,Open,97.6,100,-255.0,-260.0,-260.0,,,,,,,,,,,,,,DQ,,,,,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Nicolás Villalobos Wayland,M,SBD,Wraps,23.0,20-23,19-23,Open,108.4,110,-220.0,230.0,-250.0,,230.0,140.0,-150.0,-150.0,,140.0,240.0,260.0,270.0,,270.0,640.0,3,381.17,378.37,361.49,77.86,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Alejandro Acuña González,M,SBD,Wraps,34.0,24-34,24-39,Open,121.5,125,260.0,280.0,-300.0,,280.0,160.0,170.0,-180.0,,170.0,282.5,312.5,-342.5,,312.5,762.5,1,436.12,437.14,418.88,88.16,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Erika Cruces Crisóstomo,F,B,Raw,44.0,40-44,40-49,Open,73.5,75,,,,,,70.0,-80.0,-80.0,,70.0,,,,,,70.0,1,68.92,67.41,59.34,54.41,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Guillermo Arias Mercado,M,B,Raw,26.0,24-34,24-39,Open,68.3,75,,,,,,115.0,,,,115.0,,,,,,115.0,3,87.89,87.84,85.22,64.02,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
